Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Loss                     Critic_Loss              Actor_Loss               Clip_Frac                Imp_Ratio                Action_Bound_Loss        Adv_Mean                 Adv_Std                  Exp_Prob                 
0                        0.003678689996401469     131072                   5.387359142303467        6.507497310638428        9470                     6.022462368011475        7.288354396820068        14940                    13.928316116333008       13.928555488586426       -0.0002384486433584243   0.05983276292681694      0.9999611973762512       0.0                      4.0639801025390625       2.4075870513916016       1.0                      
100                      0.09515843477514055      13238272                 5.840061664581299        7.00534200668335         9173                     7.2080912590026855       8.672001838684082        1508397                  0.08252750337123871      0.0830143615603447       -0.00048685152432881296  0.143473818898201        0.9997846484184265       0.0                      -0.001987436320632696    0.2913696765899658       1.0                      
200                      0.18645930574999917      26345472                 6.468163013458252        7.727877140045166        9933                     7.925573825836182        9.473705291748047        1380391                  0.07728328555822372      0.08039932698011398      -0.003116057952865958    0.17887268960475922      1.0003660917282104       0.0                      0.0006459431606344879    0.28498852252960205      1.0                      
300                      0.2766745725605223       39452672                 7.811526298522949        9.344265937805176        9513                     9.262282371520996        11.042792320251465       1183386                  0.14111429452896118      0.14470212161540985      -0.003587815910577774    0.19633178412914276      0.9999378323554993       4.826587428397033e-06    0.015036053955554962     0.3860381841659546       1.0                      
400                      0.366211294664277        52559872                 9.508659362792969        11.28437614440918        9832                     11.08094310760498        13.170123100280762       991449                   0.25145694613456726      0.26120516657829285      -0.009748182259500027    0.24196015298366547      0.9986314177513123       5.0995669880649075e-05   0.02061048522591591      0.5224137306213379       1.0                      
500                      0.4559370467397902       65667072                 14.977518081665039       17.848085403442383       10506                    15.197916030883789       18.053699493408203       721200                   0.8115248084068298       0.8164154887199402       -0.00489070825278759     0.22518311440944672      0.9995255470275879       0.0003426673065405339    0.1012953519821167       0.9191727042198181       1.0                      
600                      0.5452654227283266       78774272                 20.45619010925293        24.58222007751465        11231                    23.775390625             28.435771942138672       456451                   0.9884607195854187       0.9935296177864075       -0.005068966653198004    0.23496246337890625      0.9988334774971008       0.00038125444552861154   0.028346817940473557     1.024834156036377        1.0                      
700                      0.6347370274861653       91881472                 23.403079986572266       28.099634170532227       11472                    30.906503677368164       37.196285247802734       348467                   0.7612651586532593       0.7683563232421875       -0.007091256324201822    0.2522628903388977       0.9994978308677673       0.00012383170542307198   -0.055199019610881805    0.8930038809776306       1.0                      
800                      0.7235739795366923       104988672                26.513931274414062       31.920082092285156       10585                    34.5677604675293         41.62521743774414        310985                   1.4135733842849731       1.4063434600830078       0.007229955401271582     0.24747467041015625      1.0002425909042358       0.0002021430991590023    -0.017206553369760513    1.2061192989349365       1.0                      
900                      0.8160146583451166       118095872                27.891679763793945       33.51541519165039        10153                    37.88395690917969        45.67910385131836        283260                   0.432661771774292        0.43723002076148987      -0.004568332340568304    0.23053283989429474      0.9994438290596008       0.00017381539510097355   -0.01139980647712946     0.677333652973175        1.0                      
1000                     0.9070379502243466       131203072                33.0411491394043         39.653106689453125       10329                    39.72655487060547        47.686161041259766       270817                   2.6678977012634277       2.6783361434936523       -0.010438569821417332    0.2842147946357727       1.000221610069275        0.00019979142234660685   -0.038421399891376495    1.6624703407287598       1.0                      
1100                     0.9968936148617003       144310272                41.79291915893555        50.086265563964844       9193                     51.77866744995117        62.11445236206055        207144                   1.5522019863128662       1.5558382272720337       -0.0036362321116030216   0.2586303651332855       1.0001938343048096       0.0003036977141164243    0.013472724705934525     1.2743990421295166       1.0                      
1200                     1.0864840026696523       157417472                58.225006103515625       70.56892395019531        5231                     65.32621765136719        78.84014892578125        162450                   0.5308481454849243       0.5258140563964844       0.005034045781940222     0.237416073679924        1.000026822090149        0.0004507672565523535    0.3133966326713562       0.7527605891227722       1.0                      
1300                     1.1717097171809938       170524672                59.18611526489258        71.28092193603516        5215                     72.85041809082031        88.18314361572266        146918                   1.9572067260742188       1.9769401550292969       -0.01973383128643036     0.22365418076515198      0.9994838833808899       0.00018889999773819      -0.027487296611070633    1.5223497152328491       1.0                      
1400                     1.2541597074932522       183631872                59.20990753173828        70.59988403320312        5276                     73.56819152832031        88.36822509765625        146725                   1.543587565422058        1.5507575273513794       -0.007170174270868301    0.18622131645679474      0.9999662637710571       0.00021677777112927288   -0.026174787431955338    1.3694316148757935       1.0                      
1500                     1.3364801145924463       196739072                59.449745178222656       70.3306655883789         5238                     74.18778228759766        88.27474212646484        146949                   1.2901275157928467       1.283276915550232        0.006850820034742355     0.18575744330883026      0.9996291399002075       0.00016428025264758617   0.01491575874388218      1.21896231174469         1.0                      
1600                     1.418546863661872        209846272                59.183349609375          69.72628784179688        5250                     74.57476806640625        88.17562103271484        147053                   1.1703367233276367       1.1564048528671265       0.013932116329669952     0.17472687363624573      0.9997825622558594       0.00014648749493062496   0.01595851592719555      1.2018433809280396       1.0                      
1700                     1.4998711929056379       222953472                60.865562438964844       71.36357116699219        5248                     75.0222396850586         88.38551330566406        146703                   0.8909053802490234       0.8834234476089478       0.007481844164431095     0.16386108100414276      0.998841404914856        0.00015453649393748492   -0.016590528190135956    1.1241194009780884       1.0                      
1800                     1.580614870985349        236060672                62.70606231689453        73.12842559814453        5170                     74.97509765625           87.83534240722656        147669                   0.8378743529319763       0.846716582775116        -0.00884227454662323     0.16039733588695526      0.9997803568840027       0.0001560046075610444    0.002888752380385995     1.0628267526626587       1.0                      
1900                     1.6633207131094403       249167872                58.39266586303711        67.89765167236328        5315                     75.75914764404297        88.44386291503906        146647                   1.9623287916183472       1.9711931943893433       -0.008864417672157288    0.188731387257576        0.999555766582489        0.00017415870388504118   -0.031381845474243164    1.4862650632858276       1.0                      
2000                     1.7468098366922802       262275072                59.22235107421875        68.70567321777344        5324                     75.14689636230469        87.48698425292969        148278                   1.6512514352798462       1.6679728031158447       -0.016721079126000404    0.15839996933937073      1.0000633001327515       0.0001651569764362648    -0.009610701352357864    1.3893176317214966       1.0                      
2100                     1.8287863081031375       275382272                62.638450622558594       72.39366912841797        5243                     75.97188568115234        88.16580963134766        147138                   1.2369346618652344       1.2555030584335327       -0.018568284809589386    0.19445495307445526      0.9992427229881287       0.00015183299547061324   -0.043108560144901276    1.2584302425384521       1.0                      
2200                     1.9110786287652122       288489472                63.16336441040039        72.88285064697266        5156                     76.3281478881836         88.36202239990234        146770                   0.5622228980064392       0.5459607243537903       0.01626216620206833      0.2001693695783615       0.9990192651748657       0.00013051684072706848   0.046415433287620544     0.9583094716072083       1.0                      
2300                     1.9928689832157558       301596672                62.3514404296875         71.8283920288086         5169                     76.15296173095703        88.02890014648438        147346                   0.9110652208328247       0.9135757684707642       -0.0025106410030275583   0.16551361978054047      0.9992662668228149       0.00014250940876081586   -0.0020847253035753965   1.0410126447677612       1.0                      
2400                     2.0728518890009986       314703872                61.58599853515625        70.83219146728516        5244                     76.4686279296875         88.2172622680664         147108                   1.1053380966186523       1.116296648979187        -0.010958308354020119    0.18101349472999573      1.000144362449646        0.00013211097393650562   -0.015734948217868805    1.0764427185058594       1.0                      
2500                     2.154499298599031        327811072                63.60535430908203        73.05724334716797        5171                     77.07908630371094        88.78528594970703        146201                   0.9768486022949219       0.9744855165481567       0.0023628987837582827    0.196441650390625        0.9997844099998474       0.000161602976731956     0.03409454971551895      1.0756467580795288       1.0                      
2600                     2.234899536702368        340918272                63.04084014892578        72.25653076171875        5130                     77.04936218261719        88.60075378417969        146447                   1.1116231679916382       1.1174545288085938       -0.005831377115100622    0.1598251312971115       1.000427484512329        0.0001588742306921631    -0.02468116208910942     1.4020041227340698       1.0                      
2700                     2.315259037547641        354025472                62.660240173339844       71.72118377685547        5136                     77.46154022216797        88.9214096069336         145991                   0.7459536194801331       0.7471115589141846       -0.0011580478167161345   0.1490524262189865       0.9997499585151672       0.00018003945297095925   0.0001792670227587223    1.0478720664978027       1.0                      
2800                     2.3996645738018882       367132672                62.693992614746094       71.75376892089844        5174                     77.6406021118164         89.02799987792969        145856                   0.8362019658088684       0.8395546078681946       -0.003352618543431163    0.17705993354320526      1.0001417398452759       0.00019409465312492102   0.004787623882293701     1.1346315145492554       1.0                      
2900                     2.4847474608156417       380239872                63.26904296875           72.30672454833984        5187                     77.63887023925781        88.97720336914062        145974                   0.695455014705658        0.700249195098877        -0.004794160835444927    0.17935486137866974      1.000126600265503        0.00017568882321938872   0.011877855286002159     0.949142575263977        1.0                      
3000                     2.565277313987414        393347072                61.52149963378906        70.2400131225586         5204                     77.63211822509766        88.85585021972656        146203                   0.7760201692581177       0.7719449400901794       0.004075172822922468     0.12468719482421875      0.9991691708564758       0.000141330630867742     0.004949387162923813     1.1957478523254395       1.0                      
3100                     2.6444227055046294       406454272                63.43394088745117        72.30902099609375        5142                     78.08210754394531        89.267333984375          145513                   0.7746124863624573       0.7785651683807373       -0.003952793776988983    0.17261047661304474      0.9985260367393494       0.00018064957112073898   0.00805579125881195      1.0024192333221436       1.0                      
3200                     2.724057213995192        419561472                62.15996170043945        70.82167053222656        5288                     78.16753387451172        89.27259063720703        145476                   0.6704618334770203       0.6658841967582703       0.004577567335218191     0.18722687661647797      0.9972855448722839       0.000183204174390994     0.0011880146339535713    1.1808913946151733       1.0                      
3300                     2.8046165612671112       432668672                63.556724548339844       72.33850860595703        5158                     78.43423461914062        89.48958587646484        145126                   0.6983420252799988       0.6997641324996948       -0.0014220618177205324   0.229106143116951        0.9992071390151978       0.0001749399525579065    0.0077249230816960335    0.8515170812606812       1.0                      
3400                     2.884782306684388        445775872                61.35932540893555        69.75505065917969        5242                     78.56147766113281        89.5329818725586         145090                   0.9599527716636658       0.9749143719673157       -0.014961342327296734    0.14657287299633026      1.0004074573516846       0.00017272277909796685   -0.01999557949602604     1.1447213888168335       1.0                      
3500                     2.9640829190942974       458883072                65.27278900146484        74.13191986083984        5094                     78.48126220703125        89.35205078125           145375                   1.2520722150802612       1.2486615180969238       0.0034108490217477083    0.23862914741039276      0.9997695088386536       0.00017598009435459971   0.05995408445596695      1.2938315868377686       1.0                      
3600                     3.0455566432740953       471990272                62.03208541870117        70.42283630371094        5210                     78.56573486328125        89.40097045898438        145215                   0.962134838104248        0.9653530120849609       -0.0032183656003326178   0.17128753662109375      0.9998998641967773       0.00017946689331438392   0.007745795417577028     1.172252893447876        1.0                      
3700                     3.1248006802797317       485097472                63.505027770996094       71.99269104003906        5203                     78.93151092529297        89.71715545654297        144790                   0.9843890070915222       0.9898795485496521       -0.005490391049534082    0.14437103271484375      0.999393105506897        0.00019317932310514152   -0.008859589695930481    1.119231104850769        1.0                      
3800                     3.204649871190389        498204672                65.53130340576172        74.21412658691406        5137                     78.8799057006836         89.5716323852539         145026                   0.9668130278587341       0.9608209729194641       0.005992102902382612     0.1319320648908615       0.999316394329071        0.00016959752247203141   0.008845733478665352     1.128663420677185        1.0                      
3900                     3.2853717051612006       511311872                63.37886428833008        71.73567962646484        5183                     78.7616958618164         89.3734130859375         145322                   0.5318965911865234       0.5302025675773621       0.001694007427431643     0.151103213429451        0.9997448325157166       0.00018587072554510087   -0.0027547976933419704   0.9412236213684082       1.0                      
4000                     3.3647659855418737       524419072                64.6887435913086         73.1739730834961         5156                     78.77470397949219        89.3167724609375         145459                   0.8747832179069519       0.8748206496238708       -3.720738459378481e-05   0.1751968413591385       0.9989757537841797       0.0001573979970999062    0.005556806921958923     1.164879322052002        1.0                      
4100                     3.443682528866662        537526272                63.83566665649414        72.17361450195312        5184                     79.08662414550781        89.61997985839844        144959                   0.6728150248527527       0.6776003241539001       -0.0047852410934865475   0.1527145355939865       0.9997199177742004       0.0001453529403079301    0.009934264235198498     1.0790401697158813       1.0                      
4200                     3.5238711078299416       550633472                64.38710021972656        72.72822570800781        5133                     78.59674072265625        89.00590515136719        145941                   1.1719483137130737       1.1780884265899658       -0.00614008167758584     0.17341461777687073      0.9993389248847961       0.00015914438699837774   0.004674939438700676     1.4557583332061768       1.0                      
4300                     3.605820324818293        563740672                63.7748908996582         71.96234130859375        5231                     78.99492645263672        89.38957214355469        145211                   0.9150559306144714       0.9130272269248962       0.0020287951920181513    0.17962646484375         0.9988069534301758       0.00019028366659767926   0.0016720173880457878    1.0171581506729126       1.0                      
4400                     3.6886524895826978       576847872                63.348670959472656       71.80345153808594        5215                     78.2137680053711         88.65623474121094        145809                   1.9081472158432007       1.9250987768173218       -0.016951890662312508    0.23005829751491547      0.9993258714675903       0.00021582368935924023   -0.0488642156124115      1.5539085865020752       1.0                      
4500                     3.7682626777887345       589955072                65.6580581665039         74.231201171875          5121                     79.11329650878906        89.73125457763672        144654                   1.3555065393447876       1.359145164489746        -0.003638806287199259    0.17232970893383026      0.9994657635688782       0.00014576186367776245   0.01940160058438778      1.2233285903930664       1.0                      
4600                     3.848143813610077        603062272                63.48716354370117        71.67848205566406        5247                     79.14115142822266        89.60591888427734        144924                   0.8577675223350525       0.8503410220146179       0.007426513824611902     0.22776488959789276      0.9983989596366882       0.00015740959497634321   0.004854944534599781     1.0360147953033447       1.0                      
